framecount,timestamp,speed,angle,dir
59,20240820_161338237329,59,0,59.png
60,20240820_161338270486,59,0,60.png
61,20240820_161338303922,59,10,61.png
62,20240820_161338337484,59,38,62.png
63,20240820_161338371205,59,57,63.png
64,20240820_161338404745,59,59,64.png
65,20240820_161338438569,59,70,65.png
66,20240820_161338472085,59,79,66.png
67,20240820_161338514382,59,89,67.png
68,20240820_161338548508,59,98,68.png
69,20240820_161338581492,59,99,69.png
70,20240820_161338614988,59,99,70.png
71,20240820_161338648671,59,99,71.png
72,20240820_161338687062,59,99,72.png
73,20240820_161338720309,59,99,73.png
74,20240820_161338753976,59,99,74.png
75,20240820_161338788392,59,98,75.png
76,20240820_161338822091,59,91,76.png
77,20240820_161338856292,59,81,77.png
78,20240820_161338889808,59,63,78.png
79,20240820_161338923341,59,51,79.png
80,20240820_161338957192,59,38,80.png
81,20240820_161338990750,59,35,81.png
82,20240820_161339024465,59,35,82.png
83,20240820_161339058301,59,37,83.png
84,20240820_161339092444,59,38,84.png
85,20240820_161339125557,59,38,85.png
86,20240820_161339163242,59,38,86.png
87,20240820_161339196288,59,38,87.png
88,20240820_161339230163,59,38,88.png
89,20240820_161339264108,59,38,89.png
90,20240820_161339297989,59,41,90.png
91,20240820_161339331562,59,48,91.png
92,20240820_161339364956,59,49,92.png
93,20240820_161339398603,59,48,93.png
94,20240820_161339432116,59,47,94.png
95,20240820_161339466230,59,45,95.png
96,20240820_161339499682,59,44,96.png
97,20240820_161339533225,59,43,97.png
98,20240820_161339567179,59,42,98.png
99,20240820_161339600465,59,42,99.png
100,20240820_161339634887,59,41,100.png
101,20240820_161339668411,59,38,101.png
102,20240820_161339709301,59,31,102.png
103,20240820_161339743481,59,24,103.png
104,20240820_161339777182,59,19,104.png
105,20240820_161339810928,59,6,105.png
106,20240820_161339844448,59,5,106.png
107,20240820_161339879689,59,8,107.png
108,20240820_161339913294,59,23,108.png
109,20240820_161339946722,59,24,109.png
110,20240820_161339980489,59,26,110.png
111,20240820_161340015335,59,27,111.png
112,20240820_161340050495,59,27,112.png
113,20240820_161340082592,59,27,113.png
114,20240820_161340117086,59,27,114.png
115,20240820_161340150154,59,27,115.png
116,20240820_161340183580,59,29,116.png
117,20240820_161340216928,59,41,117.png
118,20240820_161340250716,59,48,118.png
119,20240820_161340284354,59,49,119.png
120,20240820_161340318528,59,42,120.png
121,20240820_161340352335,59,40,121.png
122,20240820_161340386244,59,39,122.png
123,20240820_161340419929,59,39,123.png
124,20240820_161340453331,59,38,124.png
125,20240820_161340489400,59,37,125.png
126,20240820_161340554376,59,38,126.png
127,20240820_161340587775,59,38,127.png
128,20240820_161340621427,59,38,128.png
129,20240820_161340655279,59,35,129.png
130,20240820_161340688909,59,32,130.png
131,20240820_161340722482,59,30,131.png
132,20240820_161340756882,59,30,132.png
133,20240820_161340790463,59,30,133.png
134,20240820_161340824378,59,30,134.png
135,20240820_161340857818,59,30,135.png
136,20240820_161340891391,59,30,136.png
137,20240820_161340925182,59,30,137.png
138,20240820_161340959695,59,27,138.png
139,20240820_161340992875,59,26,139.png
140,20240820_161341026727,59,26,140.png
141,20240820_161341060154,59,25,141.png
142,20240820_161341093481,59,25,142.png
143,20240820_161341127020,59,23,143.png
144,20240820_161341163837,59,13,144.png
145,20240820_161341196970,59,0,145.png
146,20240820_161341230584,59,0,146.png
147,20240820_161341264090,59,0,147.png
148,20240820_161341297614,59,0,148.png
149,20240820_161341337622,59,0,149.png
150,20240820_161341370663,59,0,150.png
151,20240820_161341404546,59,0,151.png
152,20240820_161341437680,59,0,152.png
153,20240820_161341471283,59,0,153.png
154,20240820_161341504976,59,0,154.png
155,20240820_161341539017,59,0,155.png
156,20240820_161341572715,59,0,156.png
157,20240820_161341606411,59,0,157.png
158,20240820_161341644998,59,0,158.png
159,20240820_161341678548,59,0,159.png
160,20240820_161341711698,59,1,160.png
161,20240820_161341745194,59,3,161.png
162,20240820_161341778870,59,6,162.png
163,20240820_161341812559,59,7,163.png
164,20240820_161341846130,59,7,164.png
165,20240820_161341879662,59,6,165.png
166,20240820_161341913444,59,7,166.png
167,20240820_161341950098,59,7,167.png
168,20240820_161341985223,59,7,168.png
169,20240820_161342018893,59,7,169.png
170,20240820_161342053098,59,6,170.png
171,20240820_161342086266,59,6,171.png
172,20240820_161342119781,59,8,172.png
173,20240820_161342153713,59,9,173.png
174,20240820_161342186839,59,9,174.png
175,20240820_161342220829,59,9,175.png
176,20240820_161342254742,59,9,176.png
177,20240820_161342287649,59,10,177.png
178,20240820_161342321094,59,11,178.png
179,20240820_161342360600,59,11,179.png
180,20240820_161342394429,59,15,180.png
181,20240820_161342427915,59,15,181.png
182,20240820_161342461576,59,15,182.png
183,20240820_161342494964,59,16,183.png
184,20240820_161342528749,59,20,184.png
185,20240820_161342562387,59,22,185.png
186,20240820_161342596408,59,23,186.png
187,20240820_161342630982,59,25,187.png
188,20240820_161342664518,59,24,188.png
189,20240820_161342698585,59,24,189.png
190,20240820_161342731339,59,25,190.png
191,20240820_161342765078,59,25,191.png
192,20240820_161342798784,59,25,192.png
193,20240820_161342832087,59,26,193.png
194,20240820_161342866274,59,26,194.png
195,20240820_161342898991,59,26,195.png
196,20240820_161342937849,59,27,196.png
197,20240820_161342972450,59,27,197.png
198,20240820_161343006073,59,27,198.png
199,20240820_161343039546,59,27,199.png
200,20240820_161343073856,59,27,200.png
201,20240820_161343107703,59,27,201.png
202,20240820_161343143647,59,27,202.png
203,20240820_161343177234,59,27,203.png
204,20240820_161343210692,59,27,204.png
205,20240820_161343244331,59,27,205.png
206,20240820_161343277748,59,27,206.png
207,20240820_161343312062,59,26,207.png
208,20240820_161343345044,59,25,208.png
209,20240820_161343379612,59,24,209.png
210,20240820_161343412257,59,24,210.png
211,20240820_161343449153,59,24,211.png
212,20240820_161343482419,59,24,212.png
213,20240820_161343515950,59,24,213.png
214,20240820_161343549372,59,24,214.png
215,20240820_161343583037,59,20,215.png
216,20240820_161343617073,59,18,216.png
217,20240820_161343650713,59,16,217.png
218,20240820_161343683847,59,14,218.png
219,20240820_161343717399,59,14,219.png
220,20240820_161343750831,59,14,220.png
221,20240820_161343789264,59,10,221.png
222,20240820_161343825074,59,4,222.png
223,20240820_161343861999,59,1,223.png
224,20240820_161343895448,59,0,224.png
225,20240820_161343929091,59,0,225.png
226,20240820_161343962816,59,0,226.png
227,20240820_161344001818,59,0,227.png
228,20240820_161344035459,59,0,228.png
229,20240820_161344069447,59,0,229.png
230,20240820_161344102790,59,0,230.png
231,20240820_161344136038,59,0,231.png
232,20240820_161344169571,59,0,232.png
233,20240820_161344203497,59,0,233.png
234,20240820_161344236805,59,0,234.png
235,20240820_161344270411,59,0,235.png
236,20240820_161344303814,59,0,236.png
237,20240820_161344338484,59,0,237.png
238,20240820_161344371841,59,0,238.png
239,20240820_161344405383,59,0,239.png
240,20240820_161344438596,59,0,240.png
241,20240820_161344472527,59,0,241.png
242,20240820_161344506474,59,0,242.png
243,20240820_161344540069,59,0,243.png
244,20240820_161344573688,59,0,244.png
245,20240820_161344607764,59,0,245.png
246,20240820_161344642361,59,0,246.png
247,20240820_161344675356,59,0,247.png
248,20240820_161344708868,59,0,248.png
249,20240820_161344743541,59,0,249.png
250,20240820_161344780754,59,0,250.png
251,20240820_161344814113,59,0,251.png
252,20240820_161344848061,59,0,252.png
253,20240820_161344881411,59,2,253.png
254,20240820_161344915273,59,2,254.png
255,20240820_161344948589,59,2,255.png
256,20240820_161344982008,59,2,256.png
257,20240820_161345015578,59,2,257.png
258,20240820_161345049541,59,2,258.png
259,20240820_161345084609,59,2,259.png
260,20240820_161345116963,59,2,260.png
261,20240820_161345151203,59,2,261.png
262,20240820_161345184891,59,2,262.png
263,20240820_161345218339,59,2,263.png
264,20240820_161345252850,59,2,264.png
265,20240820_161345285722,59,3,265.png
266,20240820_161345319246,59,3,266.png
267,20240820_161345352918,59,3,267.png
268,20240820_161345387325,59,3,268.png
269,20240820_161345420632,59,3,269.png
270,20240820_161345454371,59,3,270.png
271,20240820_161345493811,59,3,271.png
272,20240820_161345528111,59,4,272.png
273,20240820_161345561098,59,4,273.png
274,20240820_161345595036,59,4,274.png
275,20240820_161345629069,59,4,275.png
276,20240820_161345662508,59,5,276.png
277,20240820_161345696087,59,5,277.png
278,20240820_161345729078,59,5,278.png
279,20240820_161345763236,59,5,279.png
280,20240820_161345797024,59,5,280.png
281,20240820_161345830722,59,5,281.png
282,20240820_161345864467,59,5,282.png
283,20240820_161345898040,59,6,283.png
284,20240820_161345938553,59,6,284.png
285,20240820_161345971283,59,6,285.png
286,20240820_161346004828,59,6,286.png
287,20240820_161346038633,59,6,287.png
288,20240820_161346071943,59,8,288.png
289,20240820_161346112032,59,9,289.png
290,20240820_161346148104,59,11,290.png
291,20240820_161346184729,59,11,291.png
292,20240820_161346218457,59,13,292.png
293,20240820_161346251939,59,15,293.png
294,20240820_161346285728,59,16,294.png
295,20240820_161346320183,59,16,295.png
296,20240820_161346353396,59,16,296.png
297,20240820_161346387439,59,16,297.png
298,20240820_161346420754,59,16,298.png
299,20240820_161346454288,59,16,299.png
300,20240820_161346487737,59,16,300.png
301,20240820_161346521563,59,16,301.png
302,20240820_161346555075,59,16,302.png
303,20240820_161346588997,59,16,303.png
304,20240820_161346623371,59,16,304.png
305,20240820_161346657075,59,16,305.png
306,20240820_161346690669,59,16,306.png
307,20240820_161346723800,59,16,307.png
308,20240820_161346760020,59,16,308.png
309,20240820_161346793984,59,16,309.png
310,20240820_161346827645,59,16,310.png
311,20240820_161346861143,59,16,311.png
312,20240820_161346894978,59,16,312.png
313,20240820_161346928302,59,16,313.png
314,20240820_161346961968,59,16,314.png
315,20240820_161346995537,59,16,315.png
316,20240820_161347030370,59,16,316.png
317,20240820_161347063682,59,16,317.png
318,20240820_161347097806,59,16,318.png
319,20240820_161347131406,59,16,319.png
320,20240820_161347164958,59,16,320.png
321,20240820_161347199120,59,16,321.png
322,20240820_161347232662,59,16,322.png
323,20240820_161347265870,59,16,323.png
324,20240820_161347299097,59,16,324.png
325,20240820_161347332572,59,16,325.png
326,20240820_161347366621,59,16,326.png
327,20240820_161347399769,59,16,327.png
328,20240820_161347433480,59,16,328.png
329,20240820_161347467051,59,16,329.png
330,20240820_161347500534,59,16,330.png
331,20240820_161347538163,59,16,331.png
332,20240820_161347572071,59,15,332.png
333,20240820_161347605519,59,15,333.png
334,20240820_161347638951,59,15,334.png
335,20240820_161347681015,59,15,335.png
336,20240820_161347714616,59,15,336.png
337,20240820_161347748220,59,16,337.png
338,20240820_161347781382,59,16,338.png
339,20240820_161347816471,59,16,339.png
340,20240820_161347849961,59,16,340.png
341,20240820_161347883125,59,17,341.png
342,20240820_161347916790,59,20,342.png
343,20240820_161347950155,59,24,343.png
344,20240820_161347985197,59,25,344.png
345,20240820_161348018847,59,25,345.png
346,20240820_161348052683,59,26,346.png
347,20240820_161348086230,59,27,347.png
348,20240820_161348119850,59,29,348.png
349,20240820_161348153477,59,74,349.png
350,20240820_161348186944,59,92,350.png
351,20240820_161348219864,59,99,351.png
352,20240820_161348253840,59,99,352.png
353,20240820_161348287382,59,99,353.png
354,20240820_161348321090,59,99,354.png
355,20240820_161348355948,59,99,355.png
356,20240820_161348389132,59,99,356.png
357,20240820_161348422801,59,99,357.png
358,20240820_161348456103,59,99,358.png
359,20240820_161348489849,59,94,359.png
360,20240820_161348523434,59,67,360.png
361,20240820_161348557646,59,23,361.png
362,20240820_161348591419,59,5,362.png
363,20240820_161348626687,59,3,363.png
364,20240820_161348660225,59,0,364.png
365,20240820_161348693725,59,0,365.png
366,20240820_161348727195,59,0,366.png
367,20240820_161348760573,59,0,367.png
368,20240820_161348794156,59,0,368.png
369,20240820_161348828249,59,0,369.png
370,20240820_161348861563,59,10,370.png
371,20240820_161348895259,59,29,371.png
372,20240820_161348928714,59,38,372.png
373,20240820_161348962267,59,60,373.png
374,20240820_161348995938,59,81,374.png
375,20240820_161349044510,59,92,375.png
376,20240820_161349063312,59,92,376.png
377,20240820_161349097543,59,95,377.png
378,20240820_161349132054,59,96,378.png
379,20240820_161349165830,59,96,379.png
380,20240820_161349204593,59,96,380.png
381,20240820_161349238104,59,96,381.png
382,20240820_161349272535,59,96,382.png
383,20240820_161349305947,59,97,383.png
384,20240820_161349340987,59,96,384.png
385,20240820_161349375273,59,95,385.png
386,20240820_161349407737,59,89,386.png
387,20240820_161349441275,59,68,387.png
388,20240820_161349475608,59,56,388.png
389,20240820_161349509212,59,41,389.png
390,20240820_161349544012,59,38,390.png
391,20240820_161349576908,59,35,391.png
392,20240820_161349611766,59,35,392.png
393,20240820_161349645619,59,37,393.png
394,20240820_161349678598,59,41,394.png
395,20240820_161349712466,59,48,395.png
396,20240820_161349746317,59,48,396.png
397,20240820_161349780699,59,41,397.png
398,20240820_161349814161,59,39,398.png
399,20240820_161349848031,59,40,399.png
400,20240820_161349881368,59,41,400.png
401,20240820_161349914964,59,44,401.png
402,20240820_161349948616,59,49,402.png
403,20240820_161349982489,59,54,403.png
404,20240820_161350016003,59,56,404.png
405,20240820_161350049594,59,56,405.png
406,20240820_161350084038,59,56,406.png
407,20240820_161350117686,59,60,407.png
408,20240820_161350151622,59,73,408.png
409,20240820_161350184978,59,78,409.png
410,20240820_161350218809,59,82,410.png
411,20240820_161350252096,59,91,411.png
412,20240820_161350286511,59,94,412.png
413,20240820_161350319328,59,94,413.png
414,20240820_161350354456,59,94,414.png
415,20240820_161350388255,59,94,415.png
416,20240820_161350422038,59,92,416.png
417,20240820_161350455607,59,90,417.png
418,20240820_161350489140,59,85,418.png
419,20240820_161350523001,59,81,419.png
420,20240820_161350556172,59,80,420.png
421,20240820_161350589796,59,78,421.png
422,20240820_161350623526,59,65,422.png
423,20240820_161350657353,59,62,423.png
424,20240820_161350691198,59,62,424.png
425,20240820_161350724752,59,59,425.png
426,20240820_161350758432,59,52,426.png
427,20240820_161350792019,59,40,427.png
428,20240820_161350825877,59,38,428.png
429,20240820_161350859037,59,34,429.png
430,20240820_161350893278,59,33,430.png
431,20240820_161350926551,59,26,431.png
432,20240820_161350960703,59,20,432.png
433,20240820_161350994620,59,20,433.png
434,20240820_161351027818,59,23,434.png
435,20240820_161351061372,59,24,435.png
436,20240820_161351095221,59,30,436.png
437,20240820_161351129155,59,35,437.png
438,20240820_161351162881,59,37,438.png
439,20240820_161351200962,59,36,439.png
440,20240820_161351234428,59,34,440.png
441,20240820_161351268488,59,33,441.png
442,20240820_161351301784,59,31,442.png
443,20240820_161351335711,59,31,443.png
444,20240820_161351370633,59,31,444.png
445,20240820_161351412243,59,31,445.png
446,20240820_161351445577,59,33,446.png
447,20240820_161351479292,59,33,447.png
448,20240820_161351512666,59,31,448.png
449,20240820_161351547733,59,29,449.png
450,20240820_161351581561,59,27,450.png
451,20240820_161351615315,59,16,451.png
452,20240820_161351649020,59,7,452.png
453,20240820_161351682059,59,0,453.png
454,20240820_161351715667,59,0,454.png
455,20240820_161351749180,59,0,455.png
456,20240820_161351783010,59,0,456.png
457,20240820_161351816169,59,0,457.png
458,20240820_161351855411,59,0,458.png
459,20240820_161351889109,59,0,459.png
460,20240820_161351922582,59,0,460.png
461,20240820_161351956661,59,0,461.png
462,20240820_161351989957,59,0,462.png
463,20240820_161352023697,59,0,463.png
464,20240820_161352072694,59,0,464.png
465,20240820_161352090562,59,0,465.png
466,20240820_161352124461,59,0,466.png
467,20240820_161352158228,59,0,467.png
468,20240820_161352196735,59,0,468.png
469,20240820_161352230824,59,0,469.png
470,20240820_161352264157,59,0,470.png
471,20240820_161352298107,59,0,471.png
472,20240820_161352331701,59,0,472.png
473,20240820_161352370520,59,0,473.png
474,20240820_161352404131,59,0,474.png
475,20240820_161352437835,59,0,475.png
476,20240820_161352471508,59,0,476.png
477,20240820_161352505285,59,0,477.png
478,20240820_161352538733,59,0,478.png
479,20240820_161352571938,59,0,479.png
480,20240820_161352605407,59,0,480.png
481,20240820_161352639037,59,0,481.png
482,20240820_161352674355,59,0,482.png
483,20240820_161352707391,59,0,483.png
484,20240820_161352741214,59,0,484.png
485,20240820_161352775824,59,0,485.png
486,20240820_161352808710,59,0,486.png
487,20240820_161352842738,59,0,487.png
488,20240820_161352876172,59,0,488.png
489,20240820_161352910275,59,0,489.png
490,20240820_161352943807,59,0,490.png
491,20240820_161352980077,59,0,491.png
492,20240820_161353013740,59,0,492.png
493,20240820_161353049554,59,0,493.png
494,20240820_161353081051,59,0,494.png
495,20240820_161353115914,59,0,495.png
496,20240820_161353149702,59,0,496.png
497,20240820_161353183120,59,0,497.png
498,20240820_161353216919,59,0,498.png
499,20240820_161353250539,59,0,499.png
500,20240820_161353286882,59,0,500.png
501,20240820_161353320249,59,0,501.png
502,20240820_161353354550,59,-5,502.png
503,20240820_161353387989,59,-38,503.png
504,20240820_161353421877,59,-56,504.png
505,20240820_161353455219,59,-63,505.png
506,20240820_161353488997,59,-67,506.png
507,20240820_161353522888,59,-76,507.png
508,20240820_161353556270,59,-92,508.png
509,20240820_161353589850,59,-100,509.png
510,20240820_161353624193,59,-100,510.png
511,20240820_161353657293,59,-100,511.png
512,20240820_161353690900,59,-100,512.png
513,20240820_161353724009,59,-100,513.png
514,20240820_161353757986,59,-81,514.png
515,20240820_161353791064,59,0,515.png
516,20240820_161353824612,59,0,516.png
517,20240820_161353858191,59,0,517.png
518,20240820_161353892497,59,0,518.png
519,20240820_161353926747,59,0,519.png
520,20240820_161353960337,59,0,520.png
521,20240820_161353994624,59,0,521.png
522,20240820_161354028082,59,0,522.png
523,20240820_161354062157,59,0,523.png
524,20240820_161354095265,59,0,524.png
525,20240820_161354129567,59,-31,525.png
526,20240820_161354163391,59,-60,526.png
527,20240820_161354196792,59,-62,527.png
528,20240820_161354230227,59,-63,528.png
529,20240820_161354263927,59,-67,529.png
530,20240820_161354297370,59,-67,530.png
531,20240820_161354330937,59,-65,531.png
532,20240820_161354364816,59,-39,532.png
533,20240820_161354398583,59,-21,533.png
534,20240820_161354431901,59,-10,534.png
535,20240820_161354465360,59,0,535.png
536,20240820_161354499324,59,0,536.png
537,20240820_161354532313,59,0,537.png
538,20240820_161354566106,59,0,538.png
539,20240820_161354599707,59,0,539.png
540,20240820_161354633668,59,0,540.png
541,20240820_161354667032,59,0,541.png
542,20240820_161354700992,59,0,542.png
543,20240820_161354734361,59,-19,543.png
544,20240820_161354773405,59,-33,544.png
545,20240820_161354807403,59,-57,545.png
546,20240820_161354841120,59,-60,546.png
547,20240820_161354874463,59,-60,547.png
548,20240820_161354907987,59,-60,548.png
549,20240820_161354941618,59,-57,549.png
550,20240820_161354975580,59,-38,550.png
551,20240820_161355009203,59,0,551.png
552,20240820_161355046768,59,0,552.png
553,20240820_161355082386,59,-30,553.png
554,20240820_161355115243,59,-29,554.png
555,20240820_161355149449,59,0,555.png
556,20240820_161355182718,59,0,556.png
557,20240820_161355215911,59,0,557.png
558,20240820_161355249810,59,0,558.png
559,20240820_161355283831,59,0,559.png
560,20240820_161355317199,59,0,560.png
561,20240820_161355353641,59,0,561.png
562,20240820_161355386950,59,0,562.png
563,20240820_161355420381,59,0,563.png
564,20240820_161355453796,59,0,564.png
565,20240820_161355487427,59,0,565.png
566,20240820_161355521204,59,-15,566.png
567,20240820_161355554603,59,-62,567.png
568,20240820_161355588221,59,-66,568.png
569,20240820_161355621653,59,-39,569.png
570,20240820_161355657258,59,0,570.png
571,20240820_161355690911,59,0,571.png
572,20240820_161355724443,59,0,572.png
573,20240820_161355758304,59,0,573.png
574,20240820_161355791421,59,0,574.png
575,20240820_161355825132,59,0,575.png
576,20240820_161355858743,59,0,576.png
577,20240820_161355892219,59,0,577.png
578,20240820_161355925643,59,0,578.png
579,20240820_161355959739,59,0,579.png
580,20240820_161355993574,59,0,580.png
581,20240820_161356037667,59,0,581.png
582,20240820_161356070679,59,0,582.png
583,20240820_161356104093,59,0,583.png
584,20240820_161356137969,59,0,584.png
585,20240820_161356171857,59,0,585.png
586,20240820_161356210934,59,0,586.png
587,20240820_161356244084,59,0,587.png
588,20240820_161356278012,59,0,588.png
589,20240820_161356311313,59,0,589.png
590,20240820_161356344984,59,0,590.png
591,20240820_161356378601,59,0,591.png
592,20240820_161356412311,59,0,592.png
593,20240820_161356446301,59,0,593.png
594,20240820_161356479387,59,0,594.png
595,20240820_161356518456,59,0,595.png
596,20240820_161356551834,59,0,596.png
597,20240820_161356585789,59,0,597.png
598,20240820_161356619437,59,0,598.png
599,20240820_161356652862,59,0,599.png
600,20240820_161356686544,59,0,600.png
601,20240820_161356719923,59,0,601.png
602,20240820_161356753456,59,0,602.png
603,20240820_161356787426,59,0,603.png
604,20240820_161356830806,59,0,604.png
605,20240820_161356864709,59,65,605.png
606,20240820_161356898148,59,99,606.png
607,20240820_161356931893,59,99,607.png
608,20240820_161356965445,59,99,608.png
609,20240820_161356998948,59,99,609.png
610,20240820_161357038776,59,99,610.png
611,20240820_161357072129,59,99,611.png
612,20240820_161357106092,59,99,612.png
613,20240820_161357139496,59,99,613.png
614,20240820_161357176042,59,99,614.png
615,20240820_161357209107,59,99,615.png
616,20240820_161357242503,59,99,616.png
617,20240820_161357276104,59,99,617.png
618,20240820_161357311918,59,99,618.png
619,20240820_161357345903,59,99,619.png
620,20240820_161357380150,59,99,620.png
621,20240820_161357413251,59,99,621.png
622,20240820_161357450002,59,99,622.png
623,20240820_161357483425,59,99,623.png
624,20240820_161357516808,59,99,624.png
625,20240820_161357551099,59,99,625.png
626,20240820_161357584304,59,99,626.png
627,20240820_161357617722,59,99,627.png
628,20240820_161357651071,59,99,628.png
629,20240820_161357684666,59,99,629.png
630,20240820_161357718043,59,99,630.png
631,20240820_161357751973,59,99,631.png
632,20240820_161357785819,59,99,632.png
633,20240820_161357819465,59,99,633.png
634,20240820_161357852981,59,99,634.png
635,20240820_161357886590,59,99,635.png
636,20240820_161357919992,59,99,636.png
637,20240820_161357953781,59,99,637.png
638,20240820_161357989620,59,99,638.png
639,20240820_161358023180,59,99,639.png
640,20240820_161358057462,59,99,640.png
641,20240820_161358090885,59,99,641.png
642,20240820_161358127822,59,99,642.png
643,20240820_161358161870,59,99,643.png
644,20240820_161358195318,59,99,644.png
645,20240820_161358228566,59,99,645.png
646,20240820_161358262419,59,99,646.png
647,20240820_161358296042,59,99,647.png
648,20240820_161358329608,59,99,648.png
649,20240820_161358363251,59,99,649.png
650,20240820_161358398110,59,99,650.png
651,20240820_161358431376,59,99,651.png
652,20240820_161358465350,59,99,652.png
653,20240820_161358498667,59,99,653.png
654,20240820_161358532556,59,99,654.png
655,20240820_161358566558,59,99,655.png
656,20240820_161358600679,59,99,656.png
657,20240820_161358633433,59,99,657.png
658,20240820_161358666868,59,99,658.png
659,20240820_161358700814,59,99,659.png
660,20240820_161358734873,59,99,660.png
661,20240820_161358768350,59,99,661.png
662,20240820_161358802112,59,99,662.png
663,20240820_161358835970,59,99,663.png
664,20240820_161358869530,59,99,664.png
665,20240820_161358905777,59,99,665.png
666,20240820_161358945978,59,99,666.png
667,20240820_161358980364,59,99,667.png
668,20240820_161359014514,59,99,668.png
669,20240820_161359049627,59,99,669.png
670,20240820_161359082445,59,99,670.png
671,20240820_161359120048,59,99,671.png
672,20240820_161359153602,59,99,672.png
673,20240820_161359187262,59,99,673.png
674,20240820_161359221141,59,99,674.png
675,20240820_161359254995,59,37,675.png
676,20240820_161359288553,59,23,676.png
677,20240820_161359322041,59,19,677.png
678,20240820_161359355661,59,19,678.png
679,20240820_161359389142,59,5,679.png
680,20240820_161359435560,59,0,680.png
681,20240820_161359469104,59,0,681.png
682,20240820_161359502755,59,0,682.png
683,20240820_161359536122,59,0,683.png
684,20240820_161359569961,59,0,684.png
685,20240820_161359603394,59,0,685.png
686,20240820_161359637126,59,0,686.png
687,20240820_161359679322,59,-41,687.png
688,20240820_161359713329,59,-83,688.png
689,20240820_161359746871,59,-89,689.png
690,20240820_161359780680,59,-84,690.png
691,20240820_161359814841,59,-58,691.png
692,20240820_161359847937,59,-30,692.png
693,20240820_161359882525,59,0,693.png
694,20240820_161359915750,59,0,694.png
695,20240820_161359949762,59,0,695.png
696,20240820_161359983351,59,0,696.png
697,20240820_161400016870,59,0,697.png
698,20240820_161400051157,59,0,698.png
699,20240820_161400085510,59,0,699.png
700,20240820_161400118216,59,0,700.png
701,20240820_161400152056,59,0,701.png
702,20240820_161400185404,59,0,702.png
703,20240820_161400219010,59,0,703.png
704,20240820_161400253239,59,0,704.png
705,20240820_161400294051,59,0,705.png
706,20240820_161400327445,59,0,706.png
707,20240820_161400361105,59,0,707.png
708,20240820_161400394927,59,0,708.png
709,20240820_161400428919,59,0,709.png
710,20240820_161400462702,59,0,710.png
711,20240820_161400495890,59,0,711.png
712,20240820_161400530883,59,0,712.png
713,20240820_161400564104,59,0,713.png
714,20240820_161400598159,59,0,714.png
715,20240820_161400631456,59,0,715.png
716,20240820_161400665068,59,0,716.png
717,20240820_161400698795,59,0,717.png
718,20240820_161400732089,59,0,718.png
719,20240820_161400765417,59,0,719.png
720,20240820_161400799160,59,0,720.png
721,20240820_161400832615,59,0,721.png
722,20240820_161400866698,59,0,722.png
723,20240820_161400900682,59,0,723.png
724,20240820_161400933490,59,-9,724.png
725,20240820_161400968969,59,-16,725.png
726,20240820_161401002249,59,-23,726.png
727,20240820_161401036435,59,-41,727.png
728,20240820_161401069189,59,-52,728.png
729,20240820_161401103695,59,-76,729.png
730,20240820_161401138023,59,-88,730.png
731,20240820_161401171504,59,-92,731.png
732,20240820_161401204789,59,-92,732.png
