framecount,timestamp,speed,angle,dir
182,20240820_161102180994,59,-59,182.png
183,20240820_161102214820,59,-59,183.png
184,20240820_161102254796,59,-59,184.png
185,20240820_161102288330,59,-59,185.png
186,20240820_161102322371,59,-60,186.png
187,20240820_161102356372,59,-60,187.png
188,20240820_161102389761,59,-59,188.png
189,20240820_161102423364,59,-59,189.png
190,20240820_161102462313,59,-59,190.png
191,20240820_161102495675,59,-59,191.png
192,20240820_161102529604,59,-59,192.png
193,20240820_161102564260,59,-41,193.png
194,20240820_161102600846,59,-20,194.png
195,20240820_161102638958,59,-19,195.png
196,20240820_161102672561,59,-19,196.png
197,20240820_161102706183,59,-19,197.png
198,20240820_161102739594,59,-19,198.png
199,20240820_161102773730,59,-19,199.png
200,20240820_161102806876,59,-18,200.png
201,20240820_161102840542,59,-17,201.png
202,20240820_161102875626,59,-12,202.png
203,20240820_161102909172,59,-12,203.png
204,20240820_161102943131,59,-14,204.png
205,20240820_161102977200,59,-22,205.png
206,20240820_161103010438,59,-42,206.png
207,20240820_161103044332,59,-63,207.png
208,20240820_161103084356,59,-67,208.png
209,20240820_161103118286,59,-67,209.png
210,20240820_161103151591,59,-67,210.png
211,20240820_161103184972,59,-67,211.png
212,20240820_161103218659,59,-67,212.png
213,20240820_161103252127,59,-67,213.png
214,20240820_161103285606,59,-67,214.png
215,20240820_161103319257,59,-67,215.png
216,20240820_161103353364,59,-66,216.png
217,20240820_161103387836,59,-52,217.png
218,20240820_161103425886,59,-3,218.png
219,20240820_161103459649,59,0,219.png
220,20240820_161103490703,59,0,220.png
221,20240820_161103523782,59,0,221.png
222,20240820_161103557595,59,0,222.png
223,20240820_161103590359,59,0,223.png
224,20240820_161103623953,59,0,224.png
225,20240820_161103657648,59,0,225.png
226,20240820_161103691123,59,0,226.png
227,20240820_161103725221,59,-4,227.png
228,20240820_161103758547,59,-34,228.png
229,20240820_161103794815,59,-56,229.png
230,20240820_161103828575,59,-89,230.png
231,20240820_161103863823,59,-98,231.png
232,20240820_161103896461,59,-100,232.png
233,20240820_161103930261,59,-100,233.png
234,20240820_161103963770,59,-100,234.png
235,20240820_161103997151,59,-100,235.png
236,20240820_161104031050,59,-100,236.png
237,20240820_161104064958,59,-100,237.png
238,20240820_161104098637,59,-100,238.png
239,20240820_161104132425,59,-99,239.png
240,20240820_161104167637,59,-67,240.png
241,20240820_161104205174,59,-5,241.png
242,20240820_161104238702,59,0,242.png
243,20240820_161104272262,59,-6,243.png
244,20240820_161104310863,59,-45,244.png
245,20240820_161104344890,59,-76,245.png
246,20240820_161104378170,59,-100,246.png
247,20240820_161104415191,59,-100,247.png
248,20240820_161104448761,59,-100,248.png
249,20240820_161104482362,59,-100,249.png
250,20240820_161104516331,59,-100,250.png
251,20240820_161104549653,59,-100,251.png
252,20240820_161104583104,59,-100,252.png
253,20240820_161104616524,59,-100,253.png
254,20240820_161104650714,59,-100,254.png
255,20240820_161104687198,59,-41,255.png
256,20240820_161104741117,59,-87,256.png
257,20240820_161104774388,59,-100,257.png
258,20240820_161104808519,59,-100,258.png
259,20240820_161104849269,59,-100,259.png
260,20240820_161104882795,59,-100,260.png
261,20240820_161104916633,59,-100,261.png
262,20240820_161104950458,59,-100,262.png
263,20240820_161104983764,59,-100,263.png
264,20240820_161105018761,59,-100,264.png
265,20240820_161105061269,59,-100,265.png
266,20240820_161105086699,59,-100,266.png
267,20240820_161105119855,59,0,267.png
268,20240820_161105153395,59,0,268.png
269,20240820_161105186898,59,0,269.png
270,20240820_161105220316,59,0,270.png
271,20240820_161105253857,59,0,271.png
272,20240820_161105287591,59,0,272.png
273,20240820_161105321520,59,0,273.png
274,20240820_161105355359,59,0,274.png
275,20240820_161105388774,59,0,275.png
276,20240820_161105422223,59,0,276.png
277,20240820_161105456089,59,0,277.png
278,20240820_161105490376,59,89,278.png
279,20240820_161105553622,59,99,279.png
280,20240820_161105586821,59,99,280.png
281,20240820_161105620455,59,99,281.png
282,20240820_161105654037,59,99,282.png
283,20240820_161105687546,59,99,283.png
284,20240820_161105724092,59,99,284.png
285,20240820_161105757930,59,99,285.png
286,20240820_161105791728,59,99,286.png
287,20240820_161105824642,59,99,287.png
288,20240820_161105857994,59,99,288.png
289,20240820_161105891424,59,80,289.png
290,20240820_161105926204,59,0,290.png
291,20240820_161105960158,59,0,291.png
292,20240820_161105993584,59,0,292.png
293,20240820_161106026996,59,0,293.png
294,20240820_161106062345,59,0,294.png
295,20240820_161106097694,59,0,295.png
296,20240820_161106135452,59,0,296.png
297,20240820_161106169506,59,0,297.png
298,20240820_161106202735,59,0,298.png
299,20240820_161106236193,59,0,299.png
300,20240820_161106269811,59,0,300.png
301,20240820_161106303309,59,0,301.png
302,20240820_161106336923,59,0,302.png
303,20240820_161106370993,59,0,303.png
304,20240820_161106404509,59,0,304.png
305,20240820_161106437859,59,0,305.png
306,20240820_161106475243,59,0,306.png
307,20240820_161106508829,59,0,307.png
308,20240820_161106544323,59,0,308.png
309,20240820_161106577099,59,0,309.png
310,20240820_161106611111,59,0,310.png
311,20240820_161106644713,59,0,311.png
312,20240820_161106678580,59,0,312.png
313,20240820_161106712171,59,0,313.png
314,20240820_161106746629,59,0,314.png
315,20240820_161106779770,59,0,315.png
316,20240820_161106813904,59,0,316.png
317,20240820_161106847487,59,0,317.png
318,20240820_161106881094,59,0,318.png
319,20240820_161106915043,59,0,319.png
320,20240820_161106948565,59,0,320.png
321,20240820_161106982043,59,0,321.png
322,20240820_161107016047,59,0,322.png
323,20240820_161107049503,59,0,323.png
324,20240820_161107083247,59,0,324.png
325,20240820_161107117501,59,3,325.png
326,20240820_161107150845,59,24,326.png
327,20240820_161107184426,59,29,327.png
328,20240820_161107217973,59,34,328.png
329,20240820_161107251562,59,41,329.png
330,20240820_161107286171,59,46,330.png
331,20240820_161107320158,59,48,331.png
332,20240820_161107357579,59,79,332.png
333,20240820_161107390902,59,96,333.png
334,20240820_161107426173,59,96,334.png
335,20240820_161107460305,59,96,335.png
336,20240820_161107494304,59,94,336.png
337,20240820_161107527477,59,94,337.png
338,20240820_161107560810,59,94,338.png
339,20240820_161107600666,59,95,339.png
340,20240820_161107644079,59,96,340.png
341,20240820_161107677874,59,95,341.png
342,20240820_161107713733,59,95,342.png
343,20240820_161107747879,59,94,343.png
344,20240820_161107780828,59,94,344.png
345,20240820_161107814910,59,94,345.png
346,20240820_161107849178,59,93,346.png
347,20240820_161107887537,59,94,347.png
348,20240820_161107921374,59,94,348.png
349,20240820_161107959710,59,92,349.png
350,20240820_161107993382,59,53,350.png
351,20240820_161108027552,59,12,351.png
352,20240820_161108061895,59,0,352.png
353,20240820_161108094829,59,0,353.png
354,20240820_161108134849,59,0,354.png
355,20240820_161108168049,59,0,355.png
356,20240820_161108201460,59,0,356.png
357,20240820_161108234888,59,0,357.png
358,20240820_161108268272,59,0,358.png
359,20240820_161108301770,59,0,359.png
360,20240820_161108335368,59,0,360.png
361,20240820_161108368977,59,0,361.png
362,20240820_161108402350,59,0,362.png
363,20240820_161108436046,59,0,363.png
364,20240820_161108470194,59,0,364.png
365,20240820_161108506271,59,0,365.png
366,20240820_161108540242,59,0,366.png
367,20240820_161108573576,59,1,367.png
368,20240820_161108610903,59,9,368.png
369,20240820_161108673321,59,14,369.png
370,20240820_161108707430,59,2,370.png
371,20240820_161108741780,59,0,371.png
372,20240820_161108775210,59,0,372.png
373,20240820_161108808736,59,0,373.png
374,20240820_161108842565,59,0,374.png
375,20240820_161108878444,59,0,375.png
376,20240820_161108912000,59,0,376.png
377,20240820_161108945424,59,0,377.png
378,20240820_161108979030,59,0,378.png
379,20240820_161109012810,59,0,379.png
380,20240820_161109049654,59,0,380.png
381,20240820_161109082967,59,0,381.png
382,20240820_161109116672,59,0,382.png
383,20240820_161109150623,59,0,383.png
384,20240820_161109184135,59,0,384.png
385,20240820_161109227026,59,0,385.png
386,20240820_161109268709,59,0,386.png
387,20240820_161109301996,59,0,387.png
388,20240820_161109335936,59,0,388.png
389,20240820_161109369271,59,0,389.png
390,20240820_161109402752,59,0,390.png
391,20240820_161109436528,59,-52,391.png
392,20240820_161109472897,59,-69,392.png
393,20240820_161109506783,59,-100,393.png
394,20240820_161109540684,59,-100,394.png
395,20240820_161109573741,59,-100,395.png
396,20240820_161109607511,59,-100,396.png
397,20240820_161109640845,59,-100,397.png
398,20240820_161109674693,59,-100,398.png
399,20240820_161109708313,59,-100,399.png
400,20240820_161109742528,59,-100,400.png
401,20240820_161109775163,59,-100,401.png
402,20240820_161109808576,59,-92,402.png
403,20240820_161109842076,59,-21,403.png
404,20240820_161109876189,59,-16,404.png
405,20240820_161109909914,59,-18,405.png
406,20240820_161109943269,59,-19,406.png
407,20240820_161109977365,59,-24,407.png
408,20240820_161110011325,59,-46,408.png
409,20240820_161110046670,59,-78,409.png
410,20240820_161110081895,59,-100,410.png
411,20240820_161110114714,59,-100,411.png
412,20240820_161110148277,59,-100,412.png
413,20240820_161110182369,59,-100,413.png
414,20240820_161110215372,59,-100,414.png
415,20240820_161110252191,59,-100,415.png
416,20240820_161110285817,59,-100,416.png
417,20240820_161110319238,59,-100,417.png
418,20240820_161110353008,59,-100,418.png
419,20240820_161110386709,59,-100,419.png
420,20240820_161110420084,59,-100,420.png
421,20240820_161110453161,59,-100,421.png
422,20240820_161110486721,59,-87,422.png
423,20240820_161110520511,59,-81,423.png
424,20240820_161110554808,59,-82,424.png
425,20240820_161110587765,59,-84,425.png
426,20240820_161110621483,59,-93,426.png
427,20240820_161110688878,59,-100,427.png
428,20240820_161110722360,59,-100,428.png
429,20240820_161110756155,59,-100,429.png
430,20240820_161110789937,59,-100,430.png
431,20240820_161110823703,59,-100,431.png
432,20240820_161110858556,59,-100,432.png
433,20240820_161110892324,59,-100,433.png
434,20240820_161110925538,59,-100,434.png
435,20240820_161110959042,59,-100,435.png
436,20240820_161110993045,59,-100,436.png
437,20240820_161111026847,59,-100,437.png
438,20240820_161111063985,59,-100,438.png
439,20240820_161111097848,59,-100,439.png
440,20240820_161111135637,59,-100,440.png
441,20240820_161111169187,59,-100,441.png
442,20240820_161111203412,59,-100,442.png
443,20240820_161111236410,59,-100,443.png
444,20240820_161111269836,59,-100,444.png
445,20240820_161111303834,59,-100,445.png
446,20240820_161111336980,59,-100,446.png
447,20240820_161111370719,59,-100,447.png
448,20240820_161111404730,59,-100,448.png
449,20240820_161111437781,59,-100,449.png
450,20240820_161111471271,59,-100,450.png
451,20240820_161111504918,59,-100,451.png
452,20240820_161111538598,59,-100,452.png
453,20240820_161111571989,59,-100,453.png
454,20240820_161111605716,59,-100,454.png
455,20240820_161111639004,59,-100,455.png
456,20240820_161111672472,59,-100,456.png
457,20240820_161111706027,59,-100,457.png
458,20240820_161111740262,59,-100,458.png
459,20240820_161111774319,59,-100,459.png
460,20240820_161111808118,59,-100,460.png
461,20240820_161111844446,59,-100,461.png
462,20240820_161111878296,59,-30,462.png
463,20240820_161111911807,59,0,463.png
464,20240820_161111945308,59,0,464.png
465,20240820_161111980523,59,0,465.png
466,20240820_161112014248,59,0,466.png
467,20240820_161112048135,59,0,467.png
468,20240820_161112082307,59,-50,468.png
469,20240820_161112115504,59,-70,469.png
470,20240820_161112149479,59,-75,470.png
471,20240820_161112183290,59,-74,471.png
472,20240820_161112217364,59,-34,472.png
473,20240820_161112250740,59,0,473.png
474,20240820_161112284353,59,0,474.png
475,20240820_161112317555,59,0,475.png
476,20240820_161112351354,59,0,476.png
477,20240820_161112417377,59,0,477.png
478,20240820_161112450785,59,0,478.png
479,20240820_161112484413,59,0,479.png
480,20240820_161112517998,59,0,480.png
481,20240820_161112551781,59,0,481.png
482,20240820_161112585470,59,0,482.png
483,20240820_161112619135,59,0,483.png
484,20240820_161112653050,59,0,484.png
485,20240820_161112686463,59,0,485.png
486,20240820_161112719752,59,0,486.png
487,20240820_161112753366,59,0,487.png
488,20240820_161112786624,59,0,488.png
489,20240820_161112820151,59,0,489.png
490,20240820_161112853727,59,0,490.png
491,20240820_161112887346,59,0,491.png
492,20240820_161112920821,59,0,492.png
493,20240820_161112954460,59,0,493.png
494,20240820_161112988170,59,0,494.png
495,20240820_161113021736,59,0,495.png
496,20240820_161113055910,59,0,496.png
497,20240820_161113088941,59,0,497.png
498,20240820_161113124679,59,0,498.png
499,20240820_161113158381,59,0,499.png
500,20240820_161113191671,59,0,500.png
501,20240820_161113225229,59,0,501.png
502,20240820_161113258429,59,0,502.png
503,20240820_161113292127,59,0,503.png
504,20240820_161113325822,59,0,504.png
505,20240820_161113359382,59,0,505.png
506,20240820_161113393091,59,0,506.png
507,20240820_161113427512,59,0,507.png
508,20240820_161113461290,59,0,508.png
509,20240820_161113494888,59,0,509.png
510,20240820_161113528261,59,0,510.png
511,20240820_161113561996,59,34,511.png
512,20240820_161113595816,59,78,512.png
513,20240820_161113629850,59,77,513.png
514,20240820_161113663695,59,73,514.png
515,20240820_161113697349,59,57,515.png
516,20240820_161113730839,59,0,516.png
517,20240820_161113764553,59,0,517.png
518,20240820_161113798011,59,0,518.png
519,20240820_161113831694,59,0,519.png
520,20240820_161113865265,59,0,520.png
521,20240820_161113899007,59,0,521.png
522,20240820_161113932475,59,0,522.png
523,20240820_161113966158,59,0,523.png
524,20240820_161114002426,59,0,524.png
525,20240820_161114036357,59,0,525.png
526,20240820_161114069583,59,0,526.png
527,20240820_161114104422,59,0,527.png
528,20240820_161114137729,59,0,528.png
529,20240820_161114171315,59,0,529.png
530,20240820_161114205743,59,0,530.png
531,20240820_161114238990,59,0,531.png
532,20240820_161114272509,59,0,532.png
533,20240820_161114305931,59,0,533.png
534,20240820_161114339136,59,0,534.png
535,20240820_161114372771,59,0,535.png
536,20240820_161114406526,59,0,536.png
537,20240820_161114440246,59,0,537.png
538,20240820_161114473943,59,0,538.png
539,20240820_161114508023,59,0,539.png
540,20240820_161114541261,59,0,540.png
541,20240820_161114574763,59,0,541.png
542,20240820_161114608206,59,0,542.png
543,20240820_161114643273,59,0,543.png
544,20240820_161114676410,59,0,544.png
545,20240820_161114710530,59,0,545.png
546,20240820_161114744161,59,0,546.png
547,20240820_161114776909,59,0,547.png
548,20240820_161114811093,59,0,548.png
549,20240820_161114844094,59,0,549.png
550,20240820_161114879675,59,4,550.png
551,20240820_161114914460,59,10,551.png
552,20240820_161114947356,59,70,552.png
553,20240820_161114985902,59,91,553.png
554,20240820_161115019528,59,92,554.png
555,20240820_161115053493,59,92,555.png
556,20240820_161115086794,59,93,556.png
557,20240820_161115154885,59,94,557.png
558,20240820_161115170042,59,99,558.png
559,20240820_161115187860,59,99,559.png
560,20240820_161115221355,59,99,560.png
561,20240820_161115255300,59,99,561.png
562,20240820_161115288735,59,99,562.png
563,20240820_161115322365,59,99,563.png
564,20240820_161115355864,59,99,564.png
565,20240820_161115389592,59,99,565.png
566,20240820_161115422993,59,81,566.png
567,20240820_161115456348,59,32,567.png
568,20240820_161115490012,59,0,568.png
569,20240820_161115523729,59,0,569.png
570,20240820_161115557135,59,0,570.png
571,20240820_161115590785,59,0,571.png
572,20240820_161115624502,59,0,572.png
573,20240820_161115657979,59,0,573.png
574,20240820_161115691439,59,0,574.png
575,20240820_161115724956,59,21,575.png
576,20240820_161115758647,59,56,576.png
577,20240820_161115792062,59,61,577.png
578,20240820_161115826022,59,59,578.png
579,20240820_161115860627,59,56,579.png
580,20240820_161115894085,59,55,580.png
581,20240820_161115927832,59,56,581.png
582,20240820_161115969548,59,56,582.png
583,20240820_161116003387,59,57,583.png
584,20240820_161116036808,59,58,584.png
585,20240820_161116099773,59,57,585.png
586,20240820_161116133521,59,35,586.png
587,20240820_161116167036,59,14,587.png
588,20240820_161116203938,59,0,588.png
589,20240820_161116242212,59,0,589.png
590,20240820_161116275668,59,0,590.png
591,20240820_161116309239,59,0,591.png
592,20240820_161116344178,59,0,592.png
593,20240820_161116378593,59,0,593.png
594,20240820_161116412377,59,0,594.png
595,20240820_161116445632,59,0,595.png
596,20240820_161116479607,59,0,596.png
597,20240820_161116517237,59,0,597.png
598,20240820_161116550818,59,0,598.png
599,20240820_161116583833,59,0,599.png
600,20240820_161116617686,59,0,600.png
601,20240820_161116651042,59,0,601.png
602,20240820_161116687986,59,0,602.png
603,20240820_161116721274,59,0,603.png
604,20240820_161116755151,59,0,604.png
605,20240820_161116789971,59,0,605.png
606,20240820_161116823736,59,0,606.png
607,20240820_161116857389,59,0,607.png
608,20240820_161116890618,59,0,608.png
609,20240820_161116924227,59,0,609.png
610,20240820_161116958041,59,0,610.png
611,20240820_161116991564,59,0,611.png
612,20240820_161117025303,59,0,612.png
613,20240820_161117090793,59,0,613.png
614,20240820_161117129007,59,0,614.png
615,20240820_161117162133,59,0,615.png
616,20240820_161117195745,59,0,616.png
617,20240820_161117229956,59,0,617.png
618,20240820_161117263829,59,0,618.png
619,20240820_161117297281,59,0,619.png
620,20240820_161117333107,59,-2,620.png
621,20240820_161117367052,59,-41,621.png
622,20240820_161117400802,59,-52,622.png
623,20240820_161117434409,59,-53,623.png
624,20240820_161117467808,59,-53,624.png
625,20240820_161117501424,59,-53,625.png
626,20240820_161117535362,59,-53,626.png
627,20240820_161117568926,59,-53,627.png
628,20240820_161117602347,59,-53,628.png
629,20240820_161117639373,59,-53,629.png
630,20240820_161117708645,59,-53,630.png
631,20240820_161117749079,59,-53,631.png
632,20240820_161117782746,59,-53,632.png
633,20240820_161117816621,59,-53,633.png
634,20240820_161117852957,59,-54,634.png
635,20240820_161117886345,59,-54,635.png
636,20240820_161117919969,59,-54,636.png
637,20240820_161117953888,59,-55,637.png
638,20240820_161117987195,59,-57,638.png
639,20240820_161118021148,59,-60,639.png
640,20240820_161118056073,59,-64,640.png
641,20240820_161118089282,59,-67,641.png
642,20240820_161118123573,59,-70,642.png
643,20240820_161118157243,59,-80,643.png
644,20240820_161118196760,59,-88,644.png
645,20240820_161118230401,59,-97,645.png
646,20240820_161118263523,59,-97,646.png
647,20240820_161118297443,59,-97,647.png
648,20240820_161118331097,59,-97,648.png
649,20240820_161118364166,59,-96,649.png
650,20240820_161118397758,59,-96,650.png
651,20240820_161118431757,59,-94,651.png
652,20240820_161118466330,59,-83,652.png
653,20240820_161118499679,59,-64,653.png
654,20240820_161118532959,59,-63,654.png
655,20240820_161118566724,59,-63,655.png
656,20240820_161118600033,59,-60,656.png
657,20240820_161118633650,59,-45,657.png
658,20240820_161118668548,59,-44,658.png
659,20240820_161118701022,59,-44,659.png
660,20240820_161118735035,59,-43,660.png
661,20240820_161118771332,59,-33,661.png
662,20240820_161118805174,59,0,662.png
663,20240820_161118838860,59,0,663.png
664,20240820_161118872214,59,0,664.png
665,20240820_161118905694,59,0,665.png
666,20240820_161118939198,59,0,666.png
667,20240820_161118972933,59,0,667.png
668,20240820_161119006401,59,0,668.png
669,20240820_161119043915,59,0,669.png
670,20240820_161119077450,59,0,670.png
671,20240820_161119111603,59,0,671.png
672,20240820_161119145285,59,-1,672.png
673,20240820_161119178600,59,-5,673.png
674,20240820_161119212572,59,-20,674.png
675,20240820_161119247521,59,-45,675.png
676,20240820_161119281233,59,-70,676.png
677,20240820_161119315005,59,-80,677.png
678,20240820_161119349135,59,-84,678.png
679,20240820_161119382509,59,-85,679.png
680,20240820_161119415873,59,-85,680.png
681,20240820_161119449494,59,-85,681.png
682,20240820_161119482941,59,-85,682.png
683,20240820_161119516777,59,-85,683.png
684,20240820_161119550254,59,-85,684.png
685,20240820_161119583797,59,-85,685.png
686,20240820_161119617262,59,-85,686.png
687,20240820_161119651244,59,-85,687.png
688,20240820_161119684973,59,-85,688.png
689,20240820_161119718963,59,-75,689.png
690,20240820_161119752275,59,-6,690.png
691,20240820_161119786440,59,-1,691.png
692,20240820_161119819547,59,-1,692.png
693,20240820_161119853088,59,-1,693.png
694,20240820_161119887645,59,-2,694.png
695,20240820_161119921426,59,-19,695.png
696,20240820_161119955474,59,-43,696.png
697,20240820_161119993446,59,-76,697.png
698,20240820_161120026942,59,-89,698.png
699,20240820_161120059968,59,-90,699.png
700,20240820_161120094105,59,-91,700.png
701,20240820_161120127848,59,-91,701.png
702,20240820_161120161920,59,-92,702.png
703,20240820_161120195326,59,-92,703.png
704,20240820_161120233209,59,-92,704.png
705,20240820_161120266339,59,-92,705.png
706,20240820_161120300390,59,-92,706.png
707,20240820_161120334466,59,-92,707.png
708,20240820_161120367621,59,-92,708.png
709,20240820_161120401533,59,-92,709.png
710,20240820_161120436121,59,-90,710.png
711,20240820_161120472657,59,-86,711.png
712,20240820_161120506580,59,-85,712.png
713,20240820_161120540290,59,-86,713.png
714,20240820_161120573378,59,-86,714.png
715,20240820_161120607109,59,-86,715.png
716,20240820_161120640636,59,-88,716.png
717,20240820_161120674228,59,-89,717.png
718,20240820_161120707339,59,-88,718.png
719,20240820_161120740964,59,-76,719.png
